Tree Number,Survey date,Location,Rep,Plot,Subplot,Treat,Tree cover (%),Cover,Tree #,Year planted,Genotype,Staple flag,Plastic marker,Staple paint,Species,Basal diam (mm),Height (cm),Crown diameter1 (cm),Crown diameter2 (cm) ,Avg crown diam (cm),Condition,Damage & notes,,,,
14642,10-Jul-2020,Redfish,4,13,26,30Ret,0,open,1,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,7.4,49,,,28,G,,,,,
14643,10-Jul-2020,Redfish,4,13,26,30Ret,0,open,3,2018,Peterhope B class Fd,white/blue stripe,,,Fd,12.1,57,,,31,G,,,,,
14644,10-Jul-2020,Redfish,4,13,26,30Ret,0,open,2,2018,Ponderosa pine,plain staple,orange,,Py,10.3,53,,,30,G,,,,,
14645,10-Jul-2020,Redfish,4,13,26,30Ret,0,open,6,2018,Redfish B class Fd,plain staple,white,,Fd,5.5,37,,,25,G,browsed top 2019,,,,
14646,10-Jul-2020,Redfish,4,13,27,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,,,Fd,3.6,17,,,14,G,,,,,
14647,10-Jul-2020,Redfish,4,13,27,30Ret,0,open,3,2018,Ponderosa pine,plain staple,orange,,Py,13.3,54,,,35,G,,,,,
14648,10-Jul-2020,Redfish,4,13,28,30Ret,0,open,5,2018,John Prince B class Fd,blue,,,Fd,,,,,,D,,,,,
14649,10-Jul-2020,Redfish,4,13,28,30Ret,0,open,6,2018,John Prince B class Fd,blue,,,Fd,,,,,,D,,,,,
14650,10-Jul-2020,Redfish,4,13,28,30Ret,0,open,1,2018,John Prince B class Fd,blue,dark blue,,Fd,4.9,19,,,11,G,,,,,
14651,10-Jul-2020,Redfish,4,13,28,30Ret,0,open,7,2018,John Prince B class Fd,blue,,,Fd,12,50,,,30,G,vegetation,,,,
14652,10-Jul-2020,Redfish,4,13,28,30Ret,0,open,2,2018,Peterhope B class Fd,white/blue stripe,,,Fd,12.2,54,,,35,G,,,,,
14653,10-Jul-2020,Redfish,4,13,28,30Ret,0,open,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,7.1,55,,,30,G,,,,,
14654,10-Jul-2020,Redfish,4,13,29,30Ret,0,open,2,2018,John Prince B class Fd,blue,light blue,,Fd,,,,,,D,,,,,
14655,10-Jul-2020,Redfish,4,13,29,30Ret,0,open,6,2018,John Prince B class Fd,blue,dark blue,,Fd,,,,,,D,,,,,
14656,10-Jul-2020,Redfish,4,13,29,30Ret,0,open,5,2018,John Prince B class Fd,blue,dark blue,,Fd,10.8,42,,,30,G,browsed top 2019,,,,
14657,10-Jul-2020,Redfish,4,13,29,30Ret,0,open,1,2018,John Prince B class Fd,blue,light blue,,Fd,9,34,,,30,G,,,,,
14658,10-Jul-2020,Redfish,4,13,29,30Ret,0,open,4,2018,John Prince B class Fd,blue,,,Fd,5.3,23,,,16,G,,,,,
14659,10-Jul-2020,Redfish,4,13,30,30Ret,0,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,9,36.5,,,21,G,aphids,,,,
14660,10-Jul-2020,Redfish,4,13,31,30Ret,0,open,4,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7.5,44,,,30,G,"aphids, veg",,,,
14661,10-Jul-2020,Redfish,4,13,31,30Ret,0,open,1,2018,Redfish B class Fd,,white,white,Fd,8.2,30,,,19,G,,,,,
14662,10-Jul-2020,Redfish,4,13,32,30Ret,0,open,10,2018,Peterhope B class Fd,white/blue stripe,,,Fd,13.3,54,,,38,G,,,,,
14663,10-Jul-2020,Redfish,4,13,32,30Ret,0,open,1,2018,Ponderosa pine,plain staple,orange,,Py,9.9,32,,,27,G,browsed top,,,,
14664,10-Jul-2020,Redfish,4,13,32,30Ret,0,open,2,2018,Ponderosa pine,plain staple,orange,,Py,10.1,14,,,25,G,browsed top,,,,
14665,10-Jul-2020,Redfish,4,13,32,30Ret,0,open,3,2018,Ponderosa pine,plain staple,,,Py,13,54,,,41,G,,,,,
14666,10-Jul-2020,Redfish,4,13,32,30Ret,0,open,6,2018,Ponderosa pine,plain staple,,,Py,6.4,20,,,27,G,planting quality ,,,,
14667,10-Jul-2020,Redfish,4,13,33,30Ret,0,open,1,2018,Ponderosa pine,plain staple,orange,,Py,9.4,30,,,18,G,browsed top,,,,
14668,10-Jul-2020,Redfish,4,13,33,30Ret,0,open,2,2018,Ponderosa pine,plain staple,orange,,Py,11.6,28,,,28,G,,,,,
14669,10-Jul-2020,Redfish,4,13,33,30Ret,0,open,3,2018,Ponderosa pine,plain staple,orange,,Py,12.6,42,,,30,G,,,,,
14670,10-Jul-2020,Redfish,4,13,33,30Ret,0,open,4,2018,Ponderosa pine,plain staple,orange,,Py,16.4,78,,,49,G,,,,,
14671,10-Jul-2020,Redfish,4,13,34,30Ret,0,open,1,2018,Ponderosa pine,plain staple,orange,,Py,8.6,49,,,30,G,,,,,
14672,10-Jul-2020,Redfish,4,13,34,30Ret,0,open,2,2018,Ponderosa pine,plain staple,orange,,Py,11.8,57,,,25,G,,,,,
14673,10-Jul-2020,Redfish,4,13,34,30Ret,0,open,4,2018,Ponderosa pine,plain staple,orange,,Py,6.3,34,,,15,G,veg,,,,
14674,10-Jul-2020,Redfish,4,13,34,30Ret,0,open,5,2018,Ponderosa pine,plain staple,orange,,Py,6.7,20,,,12,M,,,,,
14675,10-Jul-2020,Redfish,4,13,35,30Ret,0,open,4,2018,Redfish A class Fd,pink polka,red,,Fd,13.4,62,,,35,G,browsed top 2018,,,,
14676,10-Jul-2020,Redfish,4,13,35,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,12.1,45,,,35,G,,,,,
14677,10-Jul-2020,Redfish,4,13,35,30Ret,0,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,14,56,,,47,G,,,,,
14678,10-Jul-2020,Redfish,4,13,36,30Ret,20,partial,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,6,18,,,8,M,"veg, browsed top",,,,
14679,10-Jul-2020,Redfish,4,13,36,30Ret,20,partial,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.2,23,,,15,G,,,,,
14680,10-Jul-2020,Redfish,4,13,37,30Ret,0,open,1,2018,Larch,plain staple,,,Lw,7.7,35,,,18,G,browsed top,,,,
14681,10-Jul-2020,Redfish,4,13,37,30Ret,0,open,2,2018,Larch,plain staple,planted flag,,Lw,4.3,31,,,14,P,veg,,,,
14682,10-Jul-2020,Redfish,4,13,38,30Ret,40,partial,1,2018,Jaffray B class Fd,,green,,Fd,,,,,,D,,,,,
14683,10-Jul-2020,Redfish,4,13,39,30Ret,15,partial,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,8,42,,,29,G,,,,,
14684,10-Jul-2020,Redfish,4,13,39,30Ret,15,partial,2,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14685,10-Jul-2020,Redfish,4,13,40,30Ret,10,partial,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,8.4,52,,,25,G,,,,,
14686,10-Jul-2020,Redfish,4,13,40,30Ret,10,partial,3,2018,John Prince B class Fd,blue,dark blue,,Fd,6.9,43,,,24,G,browsed top,,,,
14687,10-Jul-2020,Redfish,4,13,40,30Ret,10,partial,4,2018,Redfish A class Fd,pink polka,red,,Fd,5.2,28,,,20,G,browsed top and laterals,,,,
14688,10-Jul-2020,Redfish,4,13,40,30Ret,10,partial,2,2018,Redfish A class Fd,pink polka,red,,Fd,7,41,,,20,M,"browsed top 2018, browsed laterals",,,,
14689,10-Jul-2020,Redfish,4,13,41,30Ret,0,partial,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,6.5,20,,,15,G,browsed top,,,,
14690,10-Jul-2020,Redfish,4,13,41,30Ret,0,partial,4,2018,John Prince B class Fd,blue,dark blue,,Fd,5.2,35.5,,,20,G,aphids,,,,
14691,10-Jul-2020,Redfish,4,13,41,30Ret,0,partial,5,2018,John Prince B class Fd,blue,dark blue,,Fd,6.5,32,,,12,G,aphids,,,,
14692,10-Jul-2020,Redfish,4,13,41,30Ret,0,partial,2,2018,Redfish A class Fd,pink polka,red,,Fd,8.4,50,,,23,G,,,,,
14693,10-Jul-2020,Redfish,4,13,41,30Ret,0,partial,6,2018,Redfish A class Fd,pink polka,red,,Fd,7.8,40,,,25,M,"slash, veg",,,,
14694,10-Jul-2020,Redfish,4,13,42,30Ret,0,partial,4,2018,John Prince B class Fd,,dark blue,,Fd,,,,,,D,,,,,
14695,10-Jul-2020,Redfish,4,13,42,30Ret,0,partial,3,2018,John Prince B class Fd,plain staple,dark blue,,Fd,3.6,10,,,5,P,,,,,
14696,10-Jul-2020,Redfish,4,13,43,30Ret,10,partial,1,2018,Redfish B class Fd,,white,white,Fd,3.6,19.5,,,2,M,"dead top, defoliated",,,,
14697,10-Jul-2020,Redfish,4,13,45,30Ret,,open,4,2018,Peterhope B class Fd,white/blue stripe,,,Fd,8.1,46,,,27,G,,,,,
14698,10-Jul-2020,Redfish,4,13,45,30Ret,,open,5,2018,Peterhope B class Fd,white/blue stripe,,,Fd,10.1,60.2,,,24,G,,,,,
14699,10-Jul-2020,Redfish,4,13,46,30Ret,10,partial,6,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5.6,25.5,,,17,G,,,,,
14700,10-Jul-2020,Redfish,4,13,46,30Ret,10,partial,3,2018,Lodgepole pine,plain staple,pink,,Pl,11.4,65,,,37,G,veg,,,,
14701,10-Jul-2020,Redfish,4,13,46,30Ret,10,partial,4,2018,Lodgepole pine,plain staple,pink,,Pl,14.4,69,,,45,G,,,,,
14702,10-Jul-2020,Redfish,4,13,46,30Ret,10,partial,5,2018,Lodgepole pine,plain staple,pink,,Pl,11.3,63,,,42,G,,,,,
14703,10-Jul-2020,Redfish,4,13,46,30Ret,10,partial,2,2018,Redfish A class Fd,,red,,Fd,,,,,,D,,,,,
14704,10-Jul-2020,Redfish,4,13,47,30Ret,3,open,6,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,,,,,
14705,10-Jul-2020,Redfish,4,13,47,30Ret,3,open,7,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,,,,,,D,,,,,
14706,10-Jul-2020,Redfish,4,13,47,30Ret,3,open,2,2018,Lodgepole pine,,red,,Pl,15,77,,,36,G,,,,,
14707,10-Jul-2020,Redfish,4,13,47,30Ret,3,open,3,2018,Lodgepole pine,,red,,Pl,5.1,32.5,,,21,G,,,,,
14708,10-Jul-2020,Redfish,4,13,47,30Ret,3,open,5,2018,Redfish A class Fd,pink polka,red ,,Pl,6.9,40,,,20,G,frost,,,,
14709,10-Jul-2020,Redfish,4,13,48,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5.9,34,,,14,G,"chlorotic, veg",,,,
14710,10-Jul-2020,Redfish,4,13,48,30Ret,0,open,5,2018,Alex Fraser B class Fd,pink,lavender,,Fd,8.6,41,,,25,G,veg,,,,
14711,10-Jul-2020,Redfish,4,13,48,30Ret,0,open,6,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5.1,31.5,,,20,G,veg,,,,
14712,10-Jul-2020,Redfish,4,13,48,30Ret,0,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,6,57,,,25,G,veg,,,,
14713,10-Jul-2020,Redfish,4,13,48,30Ret,0,open,4,2018,Redfish A class Fd,pink polka,red,,Fd,7.3,57.5,,,28,G,veg,,,,
14714,10-Jul-2020,Redfish,4,13,49,30Ret,0,open,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,10.2,48,,,27,G,,,,,
14715,10-Jul-2020,Redfish,4,13,49,30Ret,0,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,8.6,21,,,9.5,G,browsed top,,,,
14716,10-Jul-2020,Redfish,4,13,49,30Ret,0,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,9.1,42.5,,,25,G,veg,,,,
14717,10-Jul-2020,Redfish,4,13,50,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,4.8,29.5,,,9.5,G,veg,,,,
14718,10-Jul-2020,Redfish,4,13,51,30Ret,0,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,12.5,50,,,27,G,veg,,,,
14719,10-Jul-2020,Redfish,4,13,51,30Ret,0,open,3,2018,Redfish A class Fd,pink polka,,,Fd,8.5,44.5,,,20,G,,,,,
14720,10-Jul-2020,Redfish,4,13,51,30Ret,0,open,5,2018,Redfish A class Fd,pink polka,red,,Fd,11,64,,,34,G,aphids,,,,
14721,10-Jul-2020,Redfish,4,13,52,30Ret,0,open,6,2018,Lodgepole pine,plain staple,red,,Pl,12.6,40,,,49,G,,,,,
14722,10-Jul-2020,Redfish,4,13,52,30Ret,0,open,1,2018,Ponderosa pine,plain staple,orange,,Py,10.6,35,,,21,G,,,,,
14723,10-Jul-2020,Redfish,4,13,52,30Ret,0,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,6.1,30,,,21.5,G,,,,,
14724,10-Jul-2020,Redfish,4,13,54,30Ret,0,open,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7.3,42,,,38.5,G,,,,,
14725,10-Jul-2020,Redfish,4,13,54,30Ret,0,open,3,2018,Ponderosa pine,plain staple,orange,,Py,4.1,25,,,14,G,frost,,,,
14726,10-Jul-2020,Redfish,4,13,57,30Ret,,,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,5.5,36,,,17,G,aphids,,,,
14727,10-Jul-2020,Redfish,4,13,58,30Ret,5,open,1,2018,Jaffray B class Fd,,green,,Fd,,,,,,D,,,,,
14728,10-Jul-2020,Redfish,4,13,58,30Ret,5,open,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,,,,,,D,,,,,
14729,10-Jul-2020,Redfish,4,13,58,30Ret,5,open,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.1,36,,,22,G,aphids,,,,
14730,10-Jul-2020,Redfish,4,13,59,30Ret,25,partial,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5,37.5,,,17.5,M,veg,,,,
14731,10-Jul-2020,Redfish,4,13,59,30Ret,25,partial,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,4,26.5,,,13,G,browsed top,,,,
14732,10-Jul-2020,Redfish,4,13,59,30Ret,25,partial,4,2018,Redfish B class Fd,,white,white,Fd,3.4,16,,,10,G,,,,,
14733,10-Jul-2020,Redfish,4,13,59,30Ret,25,partial,5,2018,Redfish B class Fd,,white,white,Fd,4.8,15.5,,,7,G,,,,,
14734,10-Jul-2020,Redfish,4,13,60,30Ret,5,open,3,2018,John Prince B class Fd,blue,blue,,Fd,4.1,20,,,12,M,browsed top and laterals,,,,
14735,10-Jul-2020,Redfish,4,13,60,30Ret,5,open,1,2018,John Prince B class Fd,blue,blue,,Fd,9.3,38,,,24,G,,,,,
14736,10-Jul-2020,Redfish,4,13,60,30Ret,5,open,2,2018,John Prince B class Fd,blue,blue,,Fd,6.8,52,,,34,G,,,,,
14737,10-Jul-2020,Redfish,4,13,60,30Ret,5,open,4,2018,John Prince B class Fd,blue,blue,,Fd,3.3,30.5,,,15,G,,,,,
14738,10-Jul-2020,Redfish,4,13,60,30Ret,5,open,5,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.3,40,,,17.5,G,veg,,,,
14739,10-Jul-2020,Redfish,4,13,60,30Ret,5,open,6,2018,Ponderosa pine,plain staple,orange,,Py,8.1,43,,,27,G,,,,,
14740,10-Jul-2020,Redfish,4,13,61,30Ret,0,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,5.5,21,,,15.5,G,browsed top and laterals,,,,
14741,10-Jul-2020,Redfish,4,13,61,30Ret,0,open,3,2018,Redfish A class Fd,pink polka,,,Fd,7,35.5,,,16,G,,,,,
14742,10-Jul-2020,Redfish,4,13,62,30Ret,0,open,3,2018,Alex Fraser B class Fd,,lavender,,Fd,,,,,,D,,,,,
14743,10-Jul-2020,Redfish,4,13,62,30Ret,0,open,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,6.7,34,,,22.5,G,,,,,
14744,10-Jul-2020,Redfish,4,13,63,30Ret,0,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,5.2,33,,,18,G,,,,,
14745,10-Jul-2020,Redfish,4,13,63,30Ret,0,open,3,2018,Larch,plain staple,planted flag,,Lw,11.5,64,,,33,G,,,,,
14746,10-Jul-2020,Redfish,4,13,64,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,10.7,59,,,40,G,,,,,
14747,10-Jul-2020,Redfish,4,13,64,30Ret,0,open,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,9,48,,,45,G,"aphids, veg",,,,
14748,10-Jul-2020,Redfish,4,13,64,30Ret,0,open,5,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,,,,,,D,,,,,
14749,10-Jul-2020,Redfish,4,13,64,30Ret,0,open,4,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.2,14.5,,,10,G,veg,,,,
14750,10-Jul-2020,Redfish,4,13,64,30Ret,0,open,2,2018,Ponderosa pine,plain staple,orange,,Py,13.9,75,,,47,G,browsed top,,,,
14751,10-Jul-2020,Redfish,4,13,65,30Ret,0,open,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,,,,,
14752,10-Jul-2020,Redfish,4,13,65,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5.7,3.3,,,20,G,,,,,
14753,10-Jul-2020,Redfish,4,13,65,30Ret,0,open,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,10.2,35.5,,,26,G,,,,,
14754,10-Jul-2020,Redfish,4,13,66,30Ret,0,open,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.2,23.5,,,16,G,browsed top and laterals,,,,
14755,10-Jul-2020,Redfish,4,13,66,30Ret,0,open,6,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,7.5,42,,,26,G,,,,,
14756,10-Jul-2020,Redfish,4,13,66,30Ret,0,open,3,2018,Ponderosa pine,plain staple,orange,,Py,8.5,53,,,25,G,,,,,
14757,10-Jul-2020,Redfish,4,13,66,30Ret,0,open,4,2018,Ponderosa pine,plain staple,orange,,Py,4.9,20,,,16,G,veg,,,,
14758,10-Jul-2020,Redfish,4,13,66,30Ret,0,open,5,2018,Ponderosa pine,plain staple,orange,,Py,11.1,49,,,36,G,2 stems,,,,
14759,10-Jul-2020,Redfish,4,13,67,30Ret,5,open,5,2018,Peterhope B class Fd,,yellow,,Fd,,,,,,D,veg,,,,
14760,10-Jul-2020,Redfish,4,13,67,30Ret,5,open,1,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,8.4,36,,,35,G,veg,,,,
14761,10-Jul-2020,Redfish,4,13,67,30Ret,5,open,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.6,29.5,,,18,G,,,,,
14762,10-Jul-2020,Redfish,4,13,67,30Ret,5,open,4,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,4.6,26,,,21,G,aphids,,,,
14763,10-Jul-2020,Redfish,4,13,67,30Ret,5,open,6,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,7.6,54.5,,,40,G,,,,,
14764,10-Jul-2020,Redfish,4,13,67,30Ret,5,open,3,2018,Redfish B class Fd,,white,,Fd,,,,,,D,,,,,
14765,10-Jul-2020,Redfish,4,13,68,30Ret,0,open,1,2018,Redfish B class Fd,,white,white,Fd,6.4,25.9,,,13,G,aphds,,,,
14766,10-Jul-2020,Redfish,4,13,68,30Ret,0,open,2,2018,Redfish B class Fd,,white,white,Fd,4.9,20,,,6,M,veg,,,,
14767,10-Jul-2020,Redfish,4,13,69,30Ret,0,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14768,10-Jul-2020,Redfish,4,13,69,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,4.8,23,,,15,G,browsed top,,,,
14769,10-Jul-2020,Redfish,4,13,69,30Ret,0,open,3,2018,Redfish B class Fd,,white,white,Fd,,,,,,D,,,,,
14770,10-Jul-2020,Redfish,4,13,70,30Ret,2,open,1,2018,Redfish A class Fd,,red,,Fd,,,,,,D,,,,,
14771,10-Jul-2020,Redfish,4,13,70,30Ret,2,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14772,10-Jul-2020,Redfish,4,13,70,30Ret,2,open,4,2018,Redfish A class Fd,,red,,Fd,,,,,,D,,,,,
14773,10-Jul-2020,Redfish,4,13,70,30Ret,2,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,3.8,13.5,,,7,G,browsed top and laterals,,,,
14774,10-Jul-2020,Redfish,4,13,71,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,"poor microsite, veg",,,,
14775,10-Jul-2020,Redfish,4,13,71,30Ret,0,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14776,10-Jul-2020,Redfish,4,13,71,30Ret,0,open,4,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14777,10-Jul-2020,Redfish,4,13,71,30Ret,0,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,4.5,30.5,,,12,G,,,,,
14778,10-Jul-2020,Redfish,4,13,72,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14779,10-Jul-2020,Redfish,4,13,73,30Ret,0,open,1,2018,Lodgepole pine,plain staple,pink,,Pl,,,,,,D,,,,,
14780,10-Jul-2020,Redfish,4,13,73,30Ret,0,open,2,2018,Lodgepole pine,plain staple,pink,,Pl,,,,,,D,,,,,
14781,10-Jul-2020,Redfish,4,13,73,30Ret,0,open,3,2018,Lodgepole pine,plain staple,pink,,Pl,5.7,30,,,16,G,,,,,
14782,10-Jul-2020,Redfish,4,13,74,30Ret,0,open,1,2018,Lodgepole pine,plain staple,pink,,Pl,7.7,26,,,20,G,,,,,
14783,10-Jul-2020,Redfish,4,13,74,30Ret,0,open,2,2018,Lodgepole pine,plain staple,pink,,Pl,13.4,38.5,,,16,G,,,,,
14784,10-Jul-2020,Redfish,4,13,75,30Ret,0,open,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,12.2,68,,,28,G,,,,,
14785,10-Jul-2020,Redfish,4,13,75,30Ret,0,open,4,2018,Alex Fraser B class Fd,pink,lavender,,Fd,7,38.5,,,26,G,,,,,
14786,10-Jul-2020,Redfish,4,13,75,30Ret,0,open,5,2018,Alex Fraser B class Fd,pink,lavender,,Fd,10,58,,,30,G,,,,,
14787,10-Jul-2020,Redfish,4,13,75,30Ret,0,open,6,2018,Alex Fraser B class Fd,pink,lavender,,Fd,16.9,85,,,53,G,2 stemmed,,,,
14788,10-Jul-2020,Redfish,4,13,75,30Ret,0,open,1,2018,Lodgepole pine,plain staple,pink,,Pl,13.8,66,,,39,G,,,,,
14789,10-Jul-2020,Redfish,4,13,75,30Ret,0,open,7,2018,Lodgepole pine,plain staple,pink,,Pl,13.6,56,,,30,G,,,,,
14790,10-Jul-2020,Redfish,4,13,76,30Ret,,partial,5,2018,Alex Fraser B class Fd,pink,lavender,,Fd,4,30,,,8,G,frost,,,,
14791,10-Jul-2020,Redfish,4,13,76,30Ret,,partial,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,10,61,,,31,G,,,,,
14792,10-Jul-2020,Redfish,4,13,76,30Ret,,partial,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,9.2,39,,,19,G,,,,,
14793,10-Jul-2020,Redfish,4,13,76,30Ret,,partial,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,9.3,48,,,29,G,,,,,
14794,10-Jul-2020,Redfish,4,13,76,30Ret,,partial,4,2018,Alex Fraser B class Fd,pink,lavender,,Fd,8.1,42,,,24,G,,,,,
14795,10-Jul-2020,Redfish,4,13,77,30Ret,0,open,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,,,,,
14796,10-Jul-2020,Redfish,4,13,77,30Ret,0,open,6,2018,Alex Fraser B class Fd,pink,lavender,,Fd,7.7,56.5,,,25,G,"poor microsite, frost",,,,
14797,10-Jul-2020,Redfish,4,13,77,30Ret,0,open,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,4.7,36,,,23,G,,,,,
14798,10-Jul-2020,Redfish,4,13,77,30Ret,0,open,4,2018,Alex Fraser B class Fd,pink,lavender,,Fd,6.1,34,,,20,G,,,,,
14799,10-Jul-2020,Redfish,4,13,77,30Ret,0,open,5,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5.6,30,,,13,G,,,,,
14800,10-Jul-2020,Redfish,4,13,77,30Ret,0,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.5,26,,,16,G,,,,,
14801,10-Jul-2020,Redfish,4,13,78,30Ret,3,open,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,9.6,40,,,27,G,,,,,
14802,10-Jul-2020,Redfish,4,13,78,30Ret,3,open,4,2018,Alex Fraser B class Fd,pink,lavender,,Fd,7.4,55.5,,,25,G,veg,,,,
14803,10-Jul-2020,Redfish,4,13,78,30Ret,3,open,1,2018,Redfish B class Fd,,white,white,Fd,,,,,,D,,,,,
14804,10-Jul-2020,Redfish,4,13,79,30Ret,25,partial,4,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,,,,,
14805,10-Jul-2020,Redfish,4,13,79,30Ret,25,partial,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,7.6,41.5,,,23,G,,,,,
14806,10-Jul-2020,Redfish,4,13,79,30Ret,25,partial,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,5.3,32,,,15,G,,,,,
14807,10-Jul-2020,Redfish,4,13,79,30Ret,25,partial,5,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.2,20.5,,,17,G,,,,,
14808,10-Jul-2020,Redfish,4,13,79,30Ret,25,partial,1,2018,Larch,plain staple,white,,Lw,12.1,52,,,36,G,frost,,,,
14809,10-Jul-2020,Redfish,4,13,80,30Ret,30,partial,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,,,,,
14810,10-Jul-2020,Redfish,4,13,81,30Ret,35,partial,1,2018,Alex Fraser B class Fd,pink,lavender,,Fd,4.9,28,,,13,G,,,,,
14811,10-Jul-2020,Redfish,4,13,81,30Ret,35,partial,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,4,32.5,,,5,G,,,,,
14812,10-Jul-2020,Redfish,4,13,81,30Ret,35,partial,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,,,,,,D,,,,,
14813,10-Jul-2020,Redfish,4,13,82,30Ret,15,partial,2,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,,,,,
14814,10-Jul-2020,Redfish,4,13,82,30Ret,15,partial,3,2018,Alex Fraser B class Fd,pink,lavender,,Fd,,,,,,D,poor microsite,,,,
14815,10-Jul-2020,Redfish,4,13,82,30Ret,15,partial,4,2018,Alex Fraser B class Fd,pink,lavender,,Fd,3.4,22,,,8,G,,,,,
14816,10-Jul-2020,Redfish,4,13,83,30Ret,15,partial,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,,,,,,D,,,,,
14817,10-Jul-2020,Redfish,4,13,83,30Ret,15,partial,4,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,,,,,,D,,,,,
14818,10-Jul-2020,Redfish,4,13,83,30Ret,15,partial,1,2018,Redfish B class Fd,,white,white,Fd,3.5,14,,,8,G,,,,,
